Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008]
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.58447742,9.7056284,10.02218628,10.08283424,10.16429329,10.2148447,10.38566494,10.31564426,..,..,12.30787277,12.13096142,11.0888586,11.20798969,11.35469437,11.47060013,11.44817352,11.53937244,11.39603043,11.29740047,11.18497562,11.22560215,11.28756237,10.50084686
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.536,79.685,79.711,79.703,79.696,79.736,79.842,80.02,..,83.55,79.486,82.217,82.996,82.783,82.618,82.488,82.354,82.214,82.017,81.759,81.429,81.039,80.665,80.301
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,3599845480.34359,3573808556.31268,3965405552.5203,4927780606.7707,5564109981.9138,5705052134.54253,5877997979.62266,6631156405.59637,..,5814661208.90544,6150640646.38319,5792545870.80614,6022276196.13871,6135116253.33452,5833352692.7995,5497036476.8031,5325846361.81186,6151996560.84289,6031827122.60663,5692858099.00217,6203940036.91982,6086644798.55982,6584557973.9375,7136741421.95908
French Polynesia,PYF,"Population, total",SP.POP.TOTL,240337,244097,247775,251637,255654,259507,263223,266438,281118,280378,279792,279209,279034,279815,280087,279178,277866,276387,274728,273084,271727,270580,269481,268379
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.069,61.27,61.292,61.671,61.838,61.959,62.375,62.618,..,65.694,65.821,66.531,66.603,66.306,66.189,65.802,65.46,64.974,64.776,64.587,64.045,63.898,63.303,63.083
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,19388402541.6698,20440655695.1804,19444935097.2395,15342236163.9864,16874405465.391,16867326401.9626,14929487485.1623,14023890265.3665,14383107762.6952,18203966895.8433,17595744798.3398,17170464016.0593,18210307743.5816,14372593020.2885,12113699068.2517,15571348344.3379
Gabon,GAB,"Population, total",SP.POP.TOTL,1275572,1309589,1345135,1382350,1421609,1463495,1508337,1556237,2484789,2430747,2376722,2322539,2267706,2212318,2156900,2100306,2040989,1978399,1913059,1846889,1781985,1719879,1661556,1607175
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.90186048,3.14902449,3.3248477,3.53258252,3.33045959,2.9324131,3.14333963,3.16288781,..,..,2.70633149,3.41300368,2.76836324,2.74500418,2.78068876,3.1076982,2.65743947,2.53282261,2.84087205,2.42097569,2.55771565,2.47556901,3.83571577,2.78980231
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.942,57.043,57.08,57.586,58.088,58.394,59.06,59.394,..,62.906,62.083,62.612,63.755,63.04,62.995,63.013,62.494,62.269,62.114,62.096,61.526,60.717,60.427,60.082
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,2396111021.64149,2204734527.88096,2014158842.14596,1812170891.19069,1813609692.49994,1670671327.81651,1504909462.69521,1484578885.97132,1378176608.93204,1229461721.40861,1375609453.43746,1415004738.26621,1409693596.93594,1543294926.87301,1450142508.57808,1561766955.73024
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,1455084,1495011,1535691,1577611,1621312,1667037,1715275,1765774,2697845,2636470,2576010,2515733,2456844,2399632,2342189,2283769,2224529,2164528,2103820,2043094,1983784,1926630,1871422,1817852
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.65441465,5.63960838,6.27723551,5.32621098,5.42000151,5.38602448,5.43720865,4.95501947,..,..,3.18962693,3.72824287,3.158566,3.34384227,3.35449266,3.19523716,3.1761291,3.05234575,3.91374874,4.26872253,4.36967373,4.11944056,4.46430683,4.65938807
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.575,69.606,70.024,70.333,70.567,71.13,71.394,71.568,..,71.587,71.694,72.765,73.47,73.341,73.57,73.569,73.297,73.099,72.628,72.412,72.39,72.128,71.95,71.332
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,30777833585.4441,24984568959.605,18853115588.8106,16010869215.68,17638337116.9126,17902544880.6471,16473125375.0684,15444548901.9637,15223796148.8396,17966015109.3043,17517660143.6859,16894392033.2256,15475290469.2869,12426907967.1578,10766920065.8251,12795145130.9103
Georgia,GEO,"Population, total",SP.POP.TOTL,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3715483,3712502,3708610,3722716,3720161,3726549,3728004,3727505,3725276,3719414,3717668,3728874,3756441,3786695,3814419,3848449
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.19,7.17,7.81,8.03,8.09,8.08,7.63,7.44,..,7.37,8.42,8.43,6.66,7.11,7.06,8,7.42,7.9,7.88,8.05,8.01,9.07,9.57,8.44
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.9268292682927,78.3292682926829,78.2292682926829,78.3804878048781,78.6804878048781,78.9317073170732,79.1317073170732,79.5341463414634,..,80.7056097560976,80.790243902439,81.0414634146342,81.2926829268293,80.8926829268293,80.9926829268293,80.990243902439,80.6414634146341,81.090243902439,80.490243902439,80.5390243902439,80.4365853658537,79.9878048780488,79.8365853658537,79.7365853658537
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1966980701145.1,1966381496641.73,2102350798305.89,2534715518349.01,2852317768061.78,2893393187361.87,3046308753670.58,3484056680854.91,4525703903627.53,4163596357879.39,4348297440387.53,3940142541354.1,3957208055215.68,4052008447223.53,3763092263752.95,3537784107980.55,3423568450957.03,3965800686309.79,3808086291482.36,3597896500945.31,3824828563521.41,3468154343000.01,3479800820863.28,3808786022312.5
Germany,DEU,"Population, total",SP.POP.TOTL,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,83280000,83797985,83196078,83160871,83092962,82905782,82657002,82348669,81686611,80982500,80645605,80425823,80274983,81776930,81902307,82110097
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.88843536,9.92069149,10.18365669,10.40202236,10.14603233,10.31153965,10.17995167,10.05132961,..,12.65471077,12.93412971,12.69255257,11.71550655,11.48051548,11.33617592,11.241889,11.19047737,11.02588272,10.99905777,10.85345554,10.77844906,11.09592915,11.23791218,10.25128746
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.195,58.107,58.608,59.111,59.191,59.76,59.988,60.224,..,63.945,63.795,64.114,64.74,64.122,64.013,63.89,63.175,63.045,62.42,62.081,61.652,61.157,60.946,60.49
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,76370396722.154,74263364041.8742,79524421861.2743,70043099675.68,68337969247.7067,67298914624.3723,60405924078.7278,56164929304.8754,49406010054.2663,54783319817.3705,62824629066.0408,41271701060.954,39336668080.559,32197655566.5347,26048720005.5233,28679383241.0729
Ghana,GHA,"Population, total",SP.POP.TOTL,19637087,20167069,20729388,21296705,21868298,22449438,23040702,23642279,33787914,33149152,32518665,31887809,31258945,30637585,30008354,29356742,28696068,28041592,27386193,26734268,26095088,25474995,24862664,24249946
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.790447,3.17077661,2.88721824,2.82690215,2.76365352,3.63137388,3.67091465,3.80248857,..,..,4.15176868,4.01752424,4.29847813,3.80673027,3.73087549,3.39035821,4.5429678,4.01644135,4.59225416,4.00799608,4.69264126,4.22398996,4.37879181,3.87511325
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.37,81.087,80.26,79.694,80.948,81.442,80.393,78.514,..,82.83,79.329,82.198,82.363,82.154,81.83,81.702,80.427,81.882,80.55,83.366,81.871,80.958,81.243,80.13
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,27709,27657,27831,28274,28715,29163,29594,30006,38471,37609,36858,36173,35494,34854,34245,33658,33193,32813,32407,32029,31660,31248,30823,30413
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.8878048780488,78.3878048780488,78.6414634146341,78.8414634146341,79.0390243902439,79.2390243902439,79.4390243902439,79.4390243902439,..,80.6365853658537,80.0829268292683,81.2878048780488,81.6390243902439,81.7878048780488,81.2878048780488,81.3878048780488,81.0365853658537,81.3853658536585,81.2853658536585,80.6341463414634,80.7317073170732,80.3878048780488,80.1878048780488,79.9390243902439
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,125760166224.805,132050474720.03,150253800085.865,196930509813.384,234979615898.225,242315668619.405,269073415333.676,314226996944.108,243498333237.802,218880566444.349,218303801895.326,191362985554.861,207305649887.019,213298873494.394,200381103984.298,193097239005.87,194567373678.099,233911581521.062,236556279640.705,238841140018.233,283228079776.041,296417644404.034,326829054686.306,351121399546.485
Greece,GRC,"Population, total",SP.POP.TOTL,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,10405588,10436882,10569207,10698599,10721582,10732882,10754679,10775971,10820883,10892413,10965211,11045011,11104899,11121341,11107017,11077841
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.24332523,7.9878397,8.23377991,8.44915581,8.0939045,8.56466961,8.25866985,8.39808273,..,..,9.17298794,9.50363827,8.19811249,8.12024307,8.13515854,8.44874668,8.22004509,7.89141178,8.43796444,8.92415524,9.19330311,9.59662342,9.40688515,8.82774162
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.0990243902439,66.1965853658537,66.6117073170732,67.1817073170732,67.7263414634146,68.2351219512195,68.6165853658537,69.0482926829268,..,71.5404878048781,71.8139024390244,71.8507317073171,71.9443902439024,71.9675609756098,71.9321951219512,71.8385365853659,71.4790243902439,71.0609756097561,70.8385365853659,70.5463414634146,70.2648780487805,70.0807317073171,69.779512195122,69.37
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1068025016.00862,1086170703.9816,1169136716.03557,1558759823.08169,1822499769.23938,1849802648.36391,2013106929.50031,2249811295.6608,..,..,3235809504.29871,3082884653.2456,2997309971.87623,3055782146.15957,2851613679.03433,2707139544.46695,2499113022.81675,2842065708.35962,2684946990.12448,2609678486.36749,2684461375.46585,2503167187.49305,2529963903.22685,2499092314.41875
Greenland,GRL,"Population, total",SP.POP.TOTL,56200,56350,56609,56765,56911,56935,56774,56555,56865,56661,56653,56367,56225,56023,56172,56186,56114,56295,56483,56810,56890,56905,56323,56328
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.783,73.118,73.167,73.188,71.788,73.521,73.7,74.317,..,75.335,74.936,74.924,74.863,74.808,74.765,74.762,75.013,74.985,75.116,75.042,75.295,74.999,75.036,74.656
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,1316733333.33333,1224577777.77778,1122800000,1043411111.11111,1213485185.18519,1166514814.81481,1125685185.18519,1061640740.74074,997007407.407407,911496296.296296,842618518.518518,799881481.481481,778655555.555555,771014814.814815,771275555.555555,825976037.037037
Grenada,GRD,"Population, total",SP.POP.TOTL,107451,107987,108404,108884,109323,109734,110135,110522,117081,116913,116688,116341,115981,115691,115438,115130,114676,114132,113487,112775,112079,111586,111254,110896
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.35886383,5.62456989,6.17569733,5.28485727,5.36568451,5.14460278,5.11352158,5.23867893,..,..,5.6984539,5.55900049,4.93189621,4.58373737,4.65701056,4.43910027,4.64675617,4.77353573,5.62652922,5.82235765,5.80423355,5.4188118,5.43471003,5.386199
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.417,75.41,75.793,76.504,76.923,77.182,77.136,77.098,..,78.33,76.656,76.612,77.717,77.439,77.155,76.877,76.616,76.749,76.72,76.707,76.872,76.879,77.094,77.185
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,..,..,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,..,6910000000,6234000000,5916000000,6355000000,6051000000,6013000000,5901000000,5799000000,5610000000,5399000000,5265000000,4984000000,4949000000,4828000000,4658000000
Guam,GUM,"Population, total",SP.POP.TOTL,160065,161329,162315,163137,163810,164365,164839,165267,166506,165180,163730,162158,161808,162679,163490,164233,164905,165486,165966,166331,166543,166522,166173,165693
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.446,67.946,68.386,68.797,69.165,69.168,69.812,70.1,..,68.674,69.237,71.797,73.129,72.726,72.551,72.355,72.103,71.964,71.728,71.463,71.177,70.878,70.641,70.356
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,19288929030.0508,18405220247.4412,20444205991.025,21576351798.9145,23577298094.6571,26783389293.922,29744246827.1839,33567850824.1039,104450210572.012,95630524813.106,86478835636.3813,77719464220.73,77172317258.6478,73328365862.4329,71653754066.2763,66053403469.0024,62186064718.7424,57852153058.502,52996446269.442,49593929487.1263,46876006272.2387,40676578423.4871,37126148264.6383,38503720224.3166
Guatemala,GTM,"Population, total",SP.POP.TOTL,11697592,11969422,12246915,12525842,12807402,13087629,13367459,13652040,18124838,17847877,17598650,17357325,17103803,16845685,16567357,16268760,15971743,15681725,15387337,15089647,14792126,14500112,14215611,13935174
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.39686108,6.07023716,6.01301289,6.15306854,6.26182795,6.14826393,6.36362219,6.1918335,..,..,6.9008255,6.46693325,6.17457819,6.10662699,6.13563824,6.07008219,6.00602007,5.8885684,5.77188921,6.07316971,5.96306896,6.1247797,6.33938646,6.08129978
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.479,52.662,53.278,53.678,54.117,54.632,55.108,55.553,..,58.985,58.892,59.327,59.72,59.349,59.109,58.763,58.134,57.886,57.791,57.406,57.019,56.72,56.348,56.044
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,4367458866.71537,4125527603.22908,4301608752.51396,5025167975.26363,5300767960.51572,4282468636.90501,4220019845.26658,6281918226.34063,22199409741.2578,19910452541.9219,17069115737.8259,14088693742.9464,13442861496.4454,11857030366.7891,10324668271.1362,8595955222.49719,8794201742.84609,8778473372.82124,8376613539.28278,7638044556.84656,6785137203.33153,6853467145.53089,6716905339.73244,6964179983.18155
Guinea,GIN,"Population, total",SP.POP.TOTL,8428832,8539960,8674066,8870781,9062726,9245844,9441171,9662281,14405468,14055137,13710513,13371183,13034346,12704774,12385659,12073030,11767070,11472924,11191873,10921581,10656810,10396086,10143534,9898870
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.74825478,4.89139318,5.36402321,4.78055525,4.78467607,4.04512262,3.61521959,3.46627593,..,..,3.75556707,3.876436,4.08876228,3.73843002,3.91512918,5.39694929,5.80919266,4.787992,3.46108699,3.50398517,3.78955102,3.42782617,3.58147597,3.26562262
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.121,50.445,50.986,51.405,52.15,52.249,53.371,54.155,..,59.861,59.652,59.999,60.882,60.502,60.066,59.674,59.128,58.61,58.232,57.69,56.967,56.23,55.541,54.646
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,391345597.488269,412610871.509121,466773711.235579,553614800.145707,582169841.298304,639776040.688424,634781901.251494,753162998.015113,2048348108.35852,1796608530.82267,1853796455.89489,1646400349.84867,1588638853.59328,1554133593.91699,1469978606.12143,1245074264.10396,1152384166.79638,1135250721.0374,1109682824.13594,1049412177.11413,1157074319.19388,940112538.936436,890167833.369849,952667544.037289
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1234741,1261273,1289307,1318806,1349563,1381585,1415303,1450986,2153339,2105529,2058841,2013255,1967696,1922168,1877072,1831893,1786457,1741122,1695973,1651417,1608076,1566347,1526377,1488054
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.18953228,4.53104782,3.96902514,3.53315258,4.27734661,4.5516243,5.0809288,5.03941393,..,..,8.2233429,9.02139282,7.16052532,7.28130722,7.00049543,8.32881451,8.13228226,9.96897411,7.03943443,5.94134808,6.21634817,5.26704073,4.73428679,5.45864058
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.483,64.788,64.728,64.6,64.93,65.132,65.667,66.254,..,65.989,65.673,68.486,69.124,68.896,68.667,68.384,68.201,67.882,67.473,67.23,66.982,66.743,66.563,66.288
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,712667896.727512,712167450.162898,726131434.715338,743063950.317749,787814379.183843,824880550.343965,2379817990.6918,2730971595.39574,17159509565.4676,14718387016.7866,8041363893.04556,5471256594.72422,5173760191.84652,4787636997.85343,4748174334.14044,4482697336.56174,4279840193.7046,4127660151.8087,4167800928.83553,4063088535.76331,3691384317.52178,3432912516.92427,3165663152.73351,3025187433.33637
Guyana,GUY,"Population, total",SP.POP.TOTL,764832,764477,763652,763101,762418,760914,758966,756861,826353,821637,815482,807481,807665,791556,768479,763548,758781,754229,750021,746288,746153,749256,752094,754606
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.18737936,3.05506778,3.19353795,3.26884198,3.43770432,3.79409742,3.93144464,4.28126192,..,..,4.94385052,5.50584173,4.90331507,4.90492535,4.3191123,4.01842117,4.02264786,3.94755435,3.80231309,3.7081871,4.17213488,4.21897697,4.35117149,4.20242214
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.365,58.489,58.855,59.507,58.475,60.415,60.763,61.103,..,63.728,63.192,64.052,64.255,64.019,63.854,63.392,63.237,62.987,62.605,62.291,61.623,46.019,61.741,61.332
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,6813566098.8675,6331970324.31022,6205847213.6351,5071947798.27263,6087360684.2969,7030149730.33692,7638739122.67242,9228637767.69009,19850829757.5418,20253551920.5516,20877414952.6375,14508222518.3018,15016090929.5125,16403864617.8458,15093357161.1498,14069277526.2278,14849629308.6025,15146883497.6331,14902488604.2421,13708925477.1304,13008746038.8867,11859312725.1448,11597002834.7786,10432962634.8748
Haiti,HTI,"Population, total",SP.POP.TOTL,8303151,8455918,8607641,8759912,8910263,9061273,9216562,9373296,11637398,11503606,11374586,11243848,11105163,10962362,10817754,10671457,10523242,10373235,10222362,10069771,9914904,9803294,9689581,9530774
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.99165702,3.7502923,3.43250132,3.53695321,3.42928433,3.30554652,3.48013902,3.64734101,..,..,3.47919273,3.22171092,3.91107917,4.31650305,3.8199389,4.80760574,5.07518148,4.52035809,4.10524035,5.56462336,5.91197777,4.54871035,3.50277376,3.75722051
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.662,69.006,69.366,69.507,69.796,70.104,70.261,70.376,..,70.728,70.123,71.462,72.881,72.814,72.692,72.588,72.487,72.259,71.963,71.734,71.439,71.088,70.911,70.441
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,7186638029.05875,7651162302.3456,7858255412.86038,8230391346.67228,8869299234.3377,9757012696.56212,10917477066.1429,12361257680.5627,34400509852.0436,31426041806.7985,28144331506.6149,23352232483.755,24882225741.8119,24067750760.499,23136247990.5977,21717604952.1835,20979791685.416,19756533971.8698,18499729214.904,18528554397.5695,17710275685.4074,15839344591.9842,14587496229.1811,13881731875.7466
Honduras,HND,"Population, total",SP.POP.TOTL,6577773,6757993,6938859,7119213,7298994,7478355,7656832,7834798,10644851,10463872,10289877,10119640,9943633,9765210,9588137,9412380,9237305,9063122,8889278,8715076,8540583,8365878,8189899,8012587
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.26817989,5.92998314,6.2445755,6.89004707,6.85484362,7.50086403,7.86318684,8.08494949,..,..,9.16101742,9.03509808,7.30497599,7.22820663,7.00668859,7.709445,7.4837904,7.91455746,8.47723007,8.65655136,8.79187012,8.72536373,8.99592495,8.60362625
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.8731707317073,81.4192682926829,81.4521951219512,81.3434146341464,81.7992682926829,81.6090243902439,82.3848780487805,82.3668292682927,..,83.6609756097561,85.5326829268293,85.4963414634146,85.1558536585366,84.869756097561,84.6956097560976,84.2114634146342,84.2526829268293,83.9356097560976,83.8312195121951,83.450243902439,83.4119512195122,82.9575609756098,82.7751219512195,82.3404878048781
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,171668891194.349,169404327616.605,166348866131.028,161385558801.811,169099768875.193,181569311742.213,193535442896.365,211596944503.8,380812234827.832,358681066274.469,368954169748.818,344943149590.058,363074545072.389,361731070995.726,341273289534.466,320860317562.562,309385622601.348,291459995978.893,275696879834.966,262628865879.697,248513617677.287,228638668727.291,214047795659.045,219278749139.734
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,6665000,6714300,6744100,6730800,6783500,6813200,6857100,6916300,7536100,7346100,7413100,7481000,7507900,7452600,7393200,7336600,7291300,7229500,7178900,7150100,7071600,7024200,6972800,6957800
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2463414634146,72.2487804878049,72.3487804878049,72.3,72.6487804878049,72.6487804878049,73.0975609756098,73.1512195121951,..,76.0170731707317,74.1634146341463,75.5682926829269,76.3195121951219,76.0658536585366,75.8170731707317,76.0634146341464,75.5682926829269,75.7634146341463,75.5658536585366,75.0634146341463,74.8585365853659,74.2073170731707,73.9048780487805,73.7024390243903
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,47218405892.4258,53749989092.0197,67608919144.3684,85285062818.0077,104120820258.669,113211158292.936,115715618613.052,140186716681.425,212388906458.724,177006128624.627,182109999477.691,157288955508.176,164020460331.659,160565642983.587,143112196040.326,128609822750.039,125174166987.372,141033843265.669,135684315697.713,128814279315.132,141942264554.475,132175349953.713,131069255620.567,158325614580.628
Hungary,HUN,"Population, total",SP.POP.TOTL,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,9592186,9644377,9709891,9750149,9771141,9775564,9787966,9814023,9843028,9866468,9893082,9920362,9971727,10000023,10022650,10038188
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.78,6.83,7.12,8.12,7.76,7.98,7.78,7.2,..,..,7.38,7.29,6.28,6.58,6.74,6.99,6.85,7.05,7.23,7.41,7.48,7.45,7.22,7.09
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.6536585365854,80.690243902439,80.5024390243903,80.9634146341464,80.9975609756098,81.5024390243902,81.1585365853659,81.4536585365854,..,82.1707317073171,83.1658536585366,83.0634146341463,83.1634146341463,82.8609756097561,82.6609756097561,82.2048780487805,82.4682926829268,82.8609756097561,82.0609756097561,82.9170731707317,82.3585365853659,81.8975609756097,81.7512195121951,81.609756097561
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,31325116556.3807,28770206626.5564,25825287184.3818,21629953194.0659,24681343649.2952,26260850582.0687,24728285177.4603,20793168030.9524,17517210519.0912,17867662177.8911,16125060515.3117,14751508133.5443,15221622925.9319,13751161917.7398,13154414219.207,18074622987.0185
Iceland,ISL,"Population, total",SP.POP.TOTL,281205,284968,287523,289521,292074,296734,303782,311566,393349,382003,372520,366463,360563,352721,343400,335439,330815,327386,323764,320716,319014,318041,318499,317414
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.9,8.75,9.4,9.73,9.33,8.95,8.56,8.35,..,8.57,9.73,9.61,8.58,8.38,8.26,8.1,8.07,8.23,8.18,8.18,8.2,8.36,8.78,8.34
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.669,63.091,63.616,64.094,64.524,64.996,65.412,65.788,..,67.744,67.24,70.15,70.91,70.71,70.467,70.117,69.636,69.074,68.46,67.887,67.359,66.909,66.513,66.149
India,IND,GDP (current US$),NY.GDP.MKTP.CD,468395521654.458,485440139204.171,514939140318.756,607700687237.318,709152728830.775,820383763511.445,940259888787.721,1216736438834.96,3567551674623.01,3353470496886.33,3167270623260.47,2674851578587.27,2835606256558.19,2702929641648.74,2651474262755.45,2294796885663.16,2103588360044.94,2039126479154.52,1856721507621.58,1827637590410.41,1823051829894.55,1675615519484.96,1341888016994.9,1198895139005.92
India,IND,"Population, total",SP.POP.TOTL,1057922733,1077898575,1097600380,1116803006,1135991513,1154676322,1172878890,1190676021,1438069596,1425423212,1414203896,1402617695,1389030312,1374659064,1359657400,1343944296,1328024498,1312277191,1295829511,1278674502,1261224954,1243481564,1225524753,1207930964
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.03,4.26,4.24,4.01,3.96,3.79,3.63,3.52,..,..,3.28,3.34,2.95,2.86,2.94,3.5,3.6,3.62,3.75,3.33,3.25,3.27,3.49,3.51
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.433,66.758,67.134,67.413,65.75,67.649,67.914,68.189,..,68.25,67.57,68.808,70.518,70.338,69.936,69.798,69.699,69.533,69.264,68.973,68.823,68.679,68.494,68.226
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619196.085,364570515618.358,432216737774.861,1371171152331.16,1319076267291.51,1186509691070.97,1059054842711.55,1119099871385.79,1042271532953.49,1015618744168.08,931877364034.196,860854232717.718,890814755511.014,912524136718.018,917869913364.917,892969104529.572,755094157594.524,539580085612.401,510228634992.255
